#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
ADAM11	LGI2	9606.ENSP00000200557	9606.ENSP00000371548	0	0	0	0	0.099	0	0	0.562	0.589
ADAM11	LGI4	9606.ENSP00000200557	9606.ENSP00000312273	0	0	0	0	0.144	0	0.500	0.400	0.721
ADAM22	ADAM23	9606.ENSP00000265727	9606.ENSP00000264377	0	0	0.056	0.923	0.085	0.126	0.400	0.896	0.944
ADAM22	ADAM28	9606.ENSP00000265727	9606.ENSP00000265769	0	0	0	0.729	0	0.126	0	0.888	0.897
ADAM22	LGI2	9606.ENSP00000265727	9606.ENSP00000371548	0	0	0	0	0.082	0	0.700	0.694	0.908
ADAM22	LGI4	9606.ENSP00000265727	9606.ENSP00000312273	0	0	0	0	0.086	0	0.500	0.886	0.943
ADAM23	LGI4	9606.ENSP00000264377	9606.ENSP00000312273	0	0	0	0	0.080	0	0.500	0.590	0.795
ADAM23	LGI2	9606.ENSP00000264377	9606.ENSP00000371548	0	0	0	0	0.081	0	0.700	0.729	0.918
ADAM28	LGI4	9606.ENSP00000265769	9606.ENSP00000312273	0	0	0	0	0	0	0	0.431	0.431
ADAM28	LGI2	9606.ENSP00000265769	9606.ENSP00000371548	0	0	0	0	0.044	0	0	0.566	0.568
ARSG	LGI2	9606.ENSP00000407193	9606.ENSP00000371548	0	0	0	0	0	0	0	0.479	0.479
CCDC149	LGI2	9606.ENSP00000488929	9606.ENSP00000371548	0	0.019	0	0	0.049	0	0	0.483	0.487
CECR2	LGI2	9606.ENSP00000383428	9606.ENSP00000371548	0	0	0	0	0.063	0.166	0	0.374	0.468
FBXL17	SMOC1	9606.ENSP00000437464	9606.ENSP00000355110	0	0	0	0	0	0	0	0.404	0.404
FBXL17	LGI2	9606.ENSP00000437464	9606.ENSP00000371548	0	0	0	0	0.056	0.045	0	0.443	0.454
LGI2	LGI4	9606.ENSP00000371548	9606.ENSP00000312273	0	0	0	0.921	0.099	0	0	0.411	0.446
LGI2	SMOC1	9606.ENSP00000371548	9606.ENSP00000355110	0	0	0	0	0	0	0	0.463	0.463
