DBH	SPR	9606.ENSP00000376776	9606.ENSP00000234454	0	0	0	0	0	0	0	0.644	0.644
DBH	TYR	9606.ENSP00000376776	9606.ENSP00000263321	0	0	0	0	0	0	0	0.474	0.474
DBH	PNMT	9606.ENSP00000376776	9606.ENSP00000269582	0	0	0	0	0.078	0	0.913	0.900	0.991
DBH	TH	9606.ENSP00000376776	9606.ENSP00000370571	0	0	0	0	0.152	0	0	0.970	0.973
DBH	SLC18A2	9606.ENSP00000376776	9606.ENSP00000496339	0	0	0	0	0.047	0	0	0.700	0.702
DBH	DDC	9606.ENSP00000376776	9606.ENSP00000403644	0	0	0	0	0.083	0	0.914	0.819	0.984
DDC	SPR	9606.ENSP00000403644	9606.ENSP00000234454	0	0	0	0	0.044	0	0	0.585	0.586
DDC	TYR	9606.ENSP00000403644	9606.ENSP00000263321	0	0	0	0	0.072	0.051	0.900	0.628	0.962
DDC	PNMT	9606.ENSP00000403644	9606.ENSP00000269582	0	0	0	0	0.042	0	0	0.732	0.732
DDC	QDPR	9606.ENSP00000403644	9606.ENSP00000281243	0	0	0	0	0.047	0	0	0.721	0.723
DDC	TH	9606.ENSP00000403644	9606.ENSP00000370571	0	0	0	0	0.079	0.071	0.914	0.943	0.995
DDC	SNCA	9606.ENSP00000403644	9606.ENSP00000500990	0	0	0	0	0.047	0	0	0.663	0.665
DDC	SLC18A2	9606.ENSP00000403644	9606.ENSP00000496339	0	0	0	0	0	0.095	0	0.965	0.967
PCBD1	SPR	9606.ENSP00000299299	9606.ENSP00000234454	0	0	0	0	0.268	0	0.215	0.764	0.852
PCBD1	QDPR	9606.ENSP00000299299	9606.ENSP00000281243	0	0	0	0	0.092	0	0.934	0.945	0.996
PCBD1	PCBD2	9606.ENSP00000299299	9606.ENSP00000421544	0	0	0.059	0.962	0.049	0.519	0.913	0.074	0.959
PCBD1	TH	9606.ENSP00000299299	9606.ENSP00000370571	0.095	0	0	0	0.542	0	0.938	0.574	0.987
PCBD2	SPR	9606.ENSP00000421544	9606.ENSP00000234454	0	0	0	0	0.076	0	0.215	0.266	0.422
PCBD2	QDPR	9606.ENSP00000421544	9606.ENSP00000281243	0	0	0	0	0.085	0	0.934	0.431	0.962
PCBD2	TH	9606.ENSP00000421544	9606.ENSP00000370571	0.095	0	0	0	0.542	0	0.938	0.284	0.979
PNMT	SLC18A2	9606.ENSP00000269582	9606.ENSP00000496339	0	0	0	0	0.042	0	0	0.454	0.455
PNMT	TH	9606.ENSP00000269582	9606.ENSP00000370571	0	0	0	0	0.097	0	0	0.948	0.951
QDPR	SPR	9606.ENSP00000281243	9606.ENSP00000234454	0	0	0	0	0.091	0.226	0.900	0.865	0.989
QDPR	TH	9606.ENSP00000281243	9606.ENSP00000370571	0	0	0.206	0	0	0	0.913	0.636	0.972
SLC18A2	TH	9606.ENSP00000496339	9606.ENSP00000370571	0	0	0	0	0	0.095	0	0.964	0.966
SLC18A2	SNCA	9606.ENSP00000496339	9606.ENSP00000500990	0	0	0	0	0.044	0	0.900	0.805	0.979
