#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
CACNG2	GRIA1	0	0	0	0	0	0	0	0	0	0	0.999
CACNG2	DLG4	0	0	0	0	0	0	0	0	0	0	0.998
CACNG2	GRIA2	0	0	0	0	0	0	0	0	0	0	0.994
CACNG2	GRIA4	0	0	0	0	0	0	0	0	0	0	0.988
CACNG2	DLG1	0	0	0	0	0	0	0	0	0	0	0.987
CACNG2	GRIA3	0	0	0	0	0	0	0	0	0	0	0.986
CACNG2	AKAP5	0	0	0	0	0	0	0	0	0	0	0.956
CACNG2	EPB41L1	0	0	0	0	0	0	0	0	0	0	0.953
CACNG2	SHISA9	0	0	0	0	0	0	0	0	0	0	0.934
CACNG2	CAMK2A	0	0	0	0	0	0	0	0	0	0	0.933
