#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
MPP2	LIN7C	0	0	0	0	0	0	0	0	0	0	0.962
MPP2	LIN7A	0	0	0	0	0	0	0	0	0	0	0.956
MPP2	LIN7B	0	0	0	0	0	0	0	0	0	0	0.942
MPP2	BEGAIN	0	0	0	0	0	0	0	0	0	0	0.824
MPP2	TJAP1	0	0	0	0	0	0	0	0	0	0	0.772
MPP2	APBA1	0	0	0	0	0	0	0	0	0	0	0.761
MPP2	DLG1	0	0	0	0	0	0	0	0	0	0	0.717
MPP2	APBA2	0	0	0	0	0	0	0	0	0	0	0.695
MPP2	F11R	0	0	0	0	0	0	0	0	0	0	0.63
MPP2	MPP6	0	0	0	0	0	0	0	0	0	0	0.616
