#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
EGF	ERBB2	0	0	0	0	0	0	0	0	0	0	0.999
EGF	ERBB3	0	0	0	0	0	0	0	0	0	0	0.999
EGF	EGFR	0	0	0	0	0	0	0	0	0	0	0.999
EGF	GRB2	0	0	0	0	0	0	0	0	0	0	0.998
EGF	ERBB4	0	0	0	0	0	0	0	0	0	0	0.995
EGF	PCSK9	0	0	0	0	0	0	0	0	0	0	0.989
EGF	P4HB	0	0	0	0	0	0	0	0	0	0	0.989
EGF	SRC	0	0	0	0	0	0	0	0	0	0	0.986
EGF	SHC1	0	0	0	0	0	0	0	0	0	0	0.986
EGF	CDH1	0	0	0	0	0	0	0	0	0	0	0.984
