#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
CACNB4	CACNA1A	0	0	0	0	0	0	0	0	0	0	0.987
CACNB4	CACNA2D1	0	0	0	0	0	0	0	0	0	0	0.983
CACNB4	CACNA2D4	0	0	0	0	0	0	0	0	0	0	0.982
CACNB4	CACNA1C	0	0	0	0	0	0	0	0	0	0	0.969
CACNB4	CACNA1S	0	0	0	0	0	0	0	0	0	0	0.968
CACNB4	CACNA1F	0	0	0	0	0	0	0	0	0	0	0.966
CACNB4	CACNA1D	0	0	0	0	0	0	0	0	0	0	0.965
CACNB4	CACNA2D2	0	0	0	0	0	0	0	0	0	0	0.961
CACNB4	CACNG8	0	0	0	0	0	0	0	0	0	0	0.948
CACNB4	CACNG3	0	0	0	0	0	0	0	0	0	0	0.947
